run_key,status,fold,province,block_id,equity_lambda,dmin,dexisting,candidate_count,hidden_stations,budget_k,selected_count,proposed_objective,temporal_incremental_coverage,bottom20_final_coverage,zone_jain,zone_gini,mean_service_distance_km,p95_service_distance_km,redundancy_jaccard,min_selected_pair_distance_km,heldout_temporal_demand_capture,heldout_recall_1km,heldout_recall_2km,heldout_top25_recall_2km,heldout_mean_nearest_selected_km,candidate_availability_capture_upper_bound,candidate_availability_recall_1km_upper_bound,candidate_availability_recall_2km_upper_bound,normalized_heldout_capture,normalized_heldout_recall_1km,normalized_heldout_recall_2km,marginal_evaluations,selected,swaps,local_evaluations,constraint_valid_indices,constraint_unique_indices,constraint_budget_ok,constraint_candidate_eligible,constraint_province_match,constraint_min_new_distance_ok,constraint_existing_exclusion_ok,constraint_all_ok,audited_min_new_distance_km,audited_min_existing_distance_km,runtime_seconds
equity|4|quangtri|1|0.0|1.0|0.5,ok,4,quangtri,1,0.0,1.0,0.5,158,28,8,8,0.11227610115807513,0.12932067804034275,0.039588108499267353,0.18698720783448977,0.8325987754467683,4.325212528057053,19.811914667568065,0.05659722222222222,1.3692753954242138,0.03370120628421557,0.03292765716308206,0.054447094542815905,0.0,27.45830134834456,0.18947859453526691,0.20244275705259562,0.5375283936990397,0.17786286818769334,0.16265169296487744,0.10129156930322204,191,8,0,0,True,True,True,True,True,True,True,True,1.3692753954242138,1.2965533205551003,0.013762829000143029
equity|4|quangtri|1|0.0|1.0|1.0,ok,4,quangtri,1,0.0,1.0,1.0,147,28,8,8,0.11227610115807513,0.12932067804034275,0.039588108499267353,0.18698720783448977,0.8325987754467683,4.325212528057053,19.811914667568065,0.05659722222222222,1.3692753954242138,0.03370120628421557,0.03292765716308206,0.054447094542815905,0.0,27.45830134834456,0.18947859453526691,0.20244275705259562,0.5375283936990397,0.17786286818769334,0.16265169296487744,0.10129156930322204,179,8,0,0,True,True,True,True,True,True,True,True,1.3692753954242138,1.2965533205551003,0.012916009000036865
equity|4|quangtri|1|0.5|0.25|0.25,ok,4,quangtri,1,0.5,0.25,0.25,167,28,9,9,0.13569376475076417,0.12441288195909302,0.03892127641687921,0.1874500104796431,0.832218988184857,3.677038535022579,17.99375756001473,0.08504739858906527,0.6277958856026844,0.03370120628421557,0.03292765716308206,0.054447094542815905,0.0,19.189590486631324,0.18947859453526691,0.20244275705259562,0.5375283936990397,0.17786286818769334,0.16265169296487744,0.10129156930322204,195,9,0,0,True,True,True,True,True,True,True,True,0.6277958856026844,1.2965533205551003,0.013890204999825073
equity|4|quangtri|1|0.5|0.25|0.5,ok,4,quangtri,1,0.5,0.25,0.5,158,28,8,8,0.12874185872467564,0.11755855925011335,0.033467424977776945,0.18399214330819996,0.8350677995451627,3.6957721763300446,17.99375756001473,0.07921626984126985,0.6277958856026844,0.03370120628421557,0.03292765716308206,0.054447094542815905,0.0,19.189590486631324,0.18947859453526691,0.20244275705259562,0.5375283936990397,0.17786286818769334,0.16265169296487744,0.10129156930322204,181,8,0,0,True,True,True,True,True,True,True,True,0.6277958856026844,1.2965533205551003,0.013079499000014039
equity|4|quangtri|1|0.5|0.25|1.0,ok,4,quangtri,1,0.5,0.25,1.0,147,28,8,8,0.12874185872467564,0.11755855925011335,0.033467424977776945,0.18399214330819996,0.8350677995451627,3.6957721763300446,17.99375756001473,0.07921626984126985,0.6277958856026844,0.03370120628421557,0.03292765716308206,0.054447094542815905,0.0,19.189590486631324,0.18947859453526691,0.20244275705259562,0.5375283936990397,0.17786286818769334,0.16265169296487744,0.10129156930322204,170,8,0,0,True,True,True,True,True,True,True,True,0.6277958856026844,1.2965533205551003,0.012068160999888278
equity|4|quangtri|1|0.5|0.5|0.25,ok,4,quangtri,1,0.5,0.5,0.25,167,28,9,9,0.13569376475076417,0.12441288195909302,0.03892127641687921,0.1874500104796431,0.832218988184857,3.677038535022579,17.99375756001473,0.08504739858906527,0.6277958856026844,0.03370120628421557,0.03292765716308206,0.054447094542815905,0.0,19.189590486631324,0.18947859453526691,0.20244275705259562,0.5375283936990397,0.17786286818769334,0.16265169296487744,0.10129156930322204,195,9,0,0,True,True,True,True,True,True,True,True,0.6277958856026844,1.2965533205551003,0.013892651000105616
equity|4|quangtri|1|0.5|0.5|0.5,ok,4,quangtri,1,0.5,0.5,0.5,158,28,8,8,0.12874185872467564,0.11755855925011335,0.033467424977776945,0.18399214330819996,0.8350677995451627,3.6957721763300446,17.99375756001473,0.07921626984126985,0.6277958856026844,0.03370120628421557,0.03292765716308206,0.054447094542815905,0.0,19.189590486631324,0.18947859453526691,0.20244275705259562,0.5375283936990397,0.17786286818769334,0.16265169296487744,0.10129156930322204,181,8,0,0,True,True,True,True,True,True,True,True,0.6277958856026844,1.2965533205551003,0.012637951999977304
equity|4|quangtri|1|0.5|0.5|1.0,ok,4,quangtri,1,0.5,0.5,1.0,147,28,8,8,0.12874185872467564,0.11755855925011335,0.033467424977776945,0.18399214330819996,0.8350677995451627,3.6957721763300446,17.99375756001473,0.07921626984126985,0.6277958856026844,0.03370120628421557,0.03292765716308206,0.054447094542815905,0.0,19.189590486631324,0.18947859453526691,0.20244275705259562,0.5375283936990397,0.17786286818769334,0.16265169296487744,0.10129156930322204,170,8,0,0,True,True,True,True,True,True,True,True,0.6277958856026844,1.2965533205551003,0.012240775000009307
equity|4|quangtri|1|0.5|1.0|0.25,ok,4,quangtri,1,0.5,1.0,0.25,167,28,9,9,0.1326933046930125,0.13111875782885207,0.043097200148501956,0.19090724305265722,0.8290499539716933,3.622427575907513,17.99375756001473,0.04402006172839506,1.3692753954242138,0.03370120628421557,0.03292765716308206,0.054447094542815905,0.0,19.189590486631324,0.18947859453526691,0.20244275705259562,0.5375283936990397,0.17786286818769334,0.16265169296487744,0.10129156930322204,187,9,0,0,True,True,True,True,True,True,True,True,1.3692753954242138,1.2965533205551003,0.013342681000040102
equity|4|quangtri|1|0.5|1.0|0.5,ok,4,quangtri,1,0.5,1.0,0.5,158,28,8,8,0.12578191213934065,0.11946713714160215,0.035354316933351,0.1872978717433435,0.8322906019702416,3.6800946098408427,17.99375756001473,0.05659722222222222,1.3692753954242138,0.03370120628421557,0.03292765716308206,0.054447094542815905,0.0,19.189590486631324,0.18947859453526691,0.20244275705259562,0.5375283936990397,0.17786286818769334,0.16265169296487744,0.10129156930322204,173,8,0,0,True,True,True,True,True,True,True,True,1.3692753954242138,1.2965533205551003,0.012163535999889064
